Segment_ID,Phrase,clip,ID,clean_text,clean_text2,y,y_pred,confusion
F4OhXQTMOEc5,"And so your expectation is not met, it doesn’t seem to hold up",5,F4OhXQTMOEc,and so your expectation is not met it doesn’t seem to hold up,expectation met ’ seem hold,0,1,1
1132652," It was probably the worst out of all three, and the second one wasn't that great either",2,113265, it was probably the worst out of all three and the second one wasnt that great either,probably worst three second one wasnt great either,-1,-1,0
zv0Jl4TIQDc12,"Now, if it's starting to get high for you, try this little trick.",12,zv0Jl4TIQDc,now if its starting to get high for you try this little trick,starting get high try little trick,0,0,0
301628," So, you know, I'll take it, if you, if you (stutter) want to go back down through memory lane to see movies that were done back in the eighties, this is obviously an eighties type movie",8,30162, so you know ill take it if you if you stutter want to go back down through memory lane to see movies that were done back in the eighties this is obviously an eighties type movie,know ill take stutter want go back memory lane see movie done back eighty obviously eighty type movie,0,-1,1
26639636," It's the worst performance of his career, but yet he holds the movie up",36,266396, its the worst performance of his career but yet he holds the movie up,worst performance career yet hold movie,-1,-1,0
18812216," And it is (umm) ninety-five minutes long, so it's not a very long movie but even though it is a Christmas I suggest you watch it any time of the year",16,188122, and it is umm ninetyfive minutes long so its not a very long movie but even though it is a christmas i suggest you watch it any time of the year,umm ninetyfive minute long long movie even though christmas suggest watch time year,1,-1,2
5YnYGjrhzF45," Our Physician then gives us, perhaps, some medications and says, you know, rest and take it easy",5,5YnYGjrhzF4, our physician then gives us perhaps some medications and says you know rest and take it easy,physician give u perhaps medication say know rest take easy,0,1,1
RvmTZVNAAuQ7,"For Instagram, what we are seeing now each post reaches close of 100% of its earned audience, and that is exceptional.",7,RvmTZVNAAuQ,for instagram what we are seeing now each post reaches close of  of its earned audience and that is exceptional,instagram seeing post reach close earned audience exceptional,1,1,0
dlE05KC95uk14,"I work with a range of organizations, from big multinationals to governments, from local organizations to nonprofits, cafes, and museums to help them, their employees, their customers, their communities, lead healthier, happier, and more productive lives.",14,dlE05KC95uk,i work with a range of organizations from big multinationals to governments from local organizations to nonprofits cafes and museums to help them their employees their customers their communities lead healthier happier and more productive lives,work range organization big multinationals government local organization nonprofit cafe museum help employee customer community lead healthier happier productive life,1,1,0
2102595," The other scene is back in Afghanistan and there's a platoon of, you know, the army, the marines who are kind of fighting, and the third is actually a philosophy professor who's talking to his student in his office",5,210259, the other scene is back in afghanistan and theres a platoon of you know the army the marines who are kind of fighting and the third is actually a philosophy professor whos talking to his student in his office,scene back afghanistan there platoon know army marine kind fighting third actually philosophy professor who talking student office,0,0,0
19074014, Not a good movie,14,190740, not a good movie,good movie,-1,-1,0
TxRtSItpGMo6,The administrators and staff really care for the students and their support encourages students throughout the program.,6,TxRtSItpGMo,the administrators and staff really care for the students and their support encourages students throughout the program,administrator staff really care student support encourages student throughout program,1,1,0
1165019, The previews showed the best parts of the movie,19,11650, the previews showed the best parts of the movie,preview showed best part movie,0,0,0
PJ26YwqRJE8,"So in 1970, 70 percent of American households or I think it’s 60 percent of American households every Sunday night watched All In The Family.",8,PJ26YwqRJE,so in   percent of american households or i think it’s  percent of american households every sunday night watched all in the family,percent american household think ’ percent american household every sunday night watched family,1,0,1
BAi3ZJo5Vwg6,"They also do recommend for those types of items, that you document the quality of the piece by taking a photograph and keeping that in your file.",6,BAi3ZJo5Vwg,they also do recommend for those types of items that you document the quality of the piece by taking a photograph and keeping that in your file,also recommend type item document quality piece taking photograph keeping file,0,0,0
OORklkFql3k4,"In the coming decade, the deal will reward Iran, the terrorist regime in Tehran, with hundreds of billions of dollars.",4,OORklkFql3k,in the coming decade the deal will reward iran the terrorist regime in tehran with hundreds of billions of dollars,coming decade deal reward iran terrorist regime tehran hundred billion dollar,-1,0,1
2060514, Magorium's Wonder Emporium will be better,4,206051, magoriums wonder emporium will be better,magoriums wonder emporium better,0,0,0
uy9MGhVqCp81,"That includes understanding which list to use, what message to put on your card, what the aesthetics should look like, and what the offer should look like.",1,uy9MGhVqCp8,that includes understanding which list to use what message to put on your card what the aesthetics should look like and what the offer should look like,includes understanding list use message put card aesthetic look like offer look like,0,1,1
23806310, Actually I think Grendel was basically another group of people that were trying to take over another society,10,238063, actually i think grendel was basically another group of people that were trying to take over another society,actually think grendel basically another group people trying take another society,0,0,0
FylhSeozvG813,"Is that a question, or are you giving me an answer",13,FylhSeozvG8,is that a question or are you giving me an answer,question giving answer,1,1,0
GpRDC-S88dM7, And deep down I know that I'm very lucky and I'm very grateful for everything that I have so I should start verbalizing that and verbalizing how grateful I am for things instead of sounding unappreciative,7,GpRDC-S88dM, and deep down i know that im very lucky and im very grateful for everything that i have so i should start verbalizing that and verbalizing how grateful i am for things instead of sounding unappreciative,deep know im lucky im grateful everything start verbalizing verbalizing grateful thing instead sounding unappreciative,1,1,0
13JpsLvddoY8,"Thanks again for your support, and we look forward to hearing from you soon.",8,13JpsLvddoY,thanks again for your support and we look forward to hearing from you soon,thanks support look forward hearing soon,1,1,0
2762173, (umm) It's about a prisoner who gets framed and he goes to he goes to (stutter) a prison,3,276217, umm its about a prisoner who gets framed and he goes to he goes to stutter a prison,umm prisoner get framed go go stutter prison,0,0,0
uogwnZGb-iE22,So to be in one space for a week gives me the most awesome opportunity to collaborate with other YouTubers and people who are crafty and that cook and knit and just.,22,uogwnZGb-iE,so to be in one space for a week gives me the most awesome opportunity to collaborate with other youtubers and people who are crafty and that cook and knit and just,one space week give awesome opportunity collaborate youtubers people crafty cook knit,1,1,0
9pdyTplXwM49,Ask your parents if your future education is worth the gamble to save on tax dollars.,9,9pdyTplXwM4,ask your parents if your future education is worth the gamble to save on tax dollars,ask parent future education worth gamble save tax dollar,0,0,0
he475nnmMi018,"And as I say all the time, and there’s no place where the old phrase the devil is in the details, is more applicable than in bankruptcy.",18,he475nnmMi0,and as i say all the time and there’s no place where the old phrase the devil is in the details is more applicable than in bankruptcy,say time ’ place old phrase devil detail applicable bankruptcy,0,0,0
243515," (uhh) But during this one party of the US (uhh) Secretary of Treasury, played by Christopher Walken (uhh) the guys, Owen Wilson's character actually finds himself falling for (uhh) the Secretary's daughter, and they invite them to go home with them to their estate over the weekend and he actually (uhh) pleads Vince Vaughns character to come with him and join him (uhh) over the weekend at this big estate",5,24351, uhh but during this one party of the us uhh secretary of treasury played by christopher walken uhh the guys owen wilsons character actually finds himself falling for uhh the secretarys daughter and they invite them to go home with them to their estate over the weekend and he actually uhh pleads vince vaughns character to come with him and join him uhh over the weekend at this big estate,uhh one party u uhh secretary treasury played christopher walken uhh guy owen wilson character actually find falling uhh secretary daughter invite go home estate weekend actually uhh pleads vince vaughns character come join uhh weekend big estate,0,0,0
2433382, Vince Vaughn you really disappointed me with this one,2,243338, vince vaughn you really disappointed me with this one,vince vaughn really disappointed one,-1,-1,0
834006," (umm) {clears throat} The scene takes a twist with Matthew McConaughey, I'm sorry, Matthew Slab of Beef McConaughey enters the (uhh) scene as a (uhh) US (uhh) military man that is trying to combat the dragons",6,83400, umm clears throat the scene takes a twist with matthew mcconaughey im sorry matthew slab of beef mcconaughey enters the uhh scene as a uhh us uhh military man that is trying to combat the dragons,umm clear throat scene take twist matthew mcconaughey im sorry matthew slab beef mcconaughey enters uhh scene uhh u uhh military man trying combat dragon,0,0,0
KRje7su4I5U8,"We’ll tell them about the path from the church to the reception area, and how deer came right up to us like I was living a real-life fairy tale",8,KRje7su4I5U,we’ll tell them about the path from the church to the reception area and how deer came right up to us like i was living a reallife fairy tale,’ tell path church reception area deer came right u like living reallife fairy tale,1,1,0
2669383, And I would have walked out of this one if I hadn't been praying for M,3,266938, and i would have walked out of this one if i hadnt been praying for m,would walked one hadnt praying,-1,-1,0
ZjsQqd6KZIg6,"New orders and business activity were strong, but the employment component was much weaker.",6,ZjsQqd6KZIg,new orders and business activity were strong but the employment component was much weaker,new order business activity strong employment component much weaker,0,1,1
An8x4UfwZ7k3,"To improve performance, refiners will continually need to challenge all aspects of their business.",3,An8x4UfwZ7k,to improve performance refiners will continually need to challenge all aspects of their business,improve performance refiner continually need challenge aspect business,0,1,1
2733144, It is a rated R movie and it has lots of sex,4,273314, it is a rated r movie and it has lots of sex,rated r movie lot sex,0,-1,1
2153185, It's about three girls in high school,5,215318, its about three girls in high school,three girl high school,0,0,0
J7UduuBfnrE5,-I think the one thing we learned this week is that Washington is a lot more broken than President Trump thought that it was,5,J7UduuBfnrE,i think the one thing we learned this week is that washington is a lot more broken than president trump thought that it was,think one thing learned week washington lot broken president trump thought,-1,1,2
2380239," Well, I could probably hate it more",9,238023, well i could probably hate it more,well could probably hate,-1,-1,0
1021911, And (uhh) It's just a great story so you have to continue the whole thing,11,10219, and uhh its just a great story so you have to continue the whole thing,uhh great story continue whole thing,1,-1,2
8lfS97s2AKc5,"And Madison had another friend, let's say her name was Jasmine, and I really did not like Jasmine",5,8lfS97s2AKc,and madison had another friend lets say her name was jasmine and i really did not like jasmine,madison another friend let say name jasmine really like jasmine,-1,0,1
FqEekswKPWE1,"And so for example if we looked at social media, things like Twitter, you know, how do we measure a return on our investment if it’s not necessarily directly related to lead generation activities, which is very common for the education space on line.",1,FqEekswKPWE,and so for example if we looked at social media things like twitter you know how do we measure a return on our investment if it’s not necessarily directly related to lead generation activities which is very common for the education space on line,example looked social medium thing like twitter know measure return investment ’ necessarily directly related lead generation activity common education space line,0,1,1
9233121, Please avoid this movie at all costs,21,92331, please avoid this movie at all costs,please avoid movie cost,-1,-1,0
b8xmgi4VV0M1,"TearLab has commercialized a proprietary tear testing platform, the TearLab Osmolarity System, that enables eye care practitioners to test for highly sensitive and specific biomarkers using nanoliters of tear film at the point of care.",1,b8xmgi4VV0M,tearlab has commercialized a proprietary tear testing platform the tearlab osmolarity system that enables eye care practitioners to test for highly sensitive and specific biomarkers using nanoliters of tear film at the point of care,tearlab commercialized proprietary tear testing platform tearlab osmolarity system enables eye care practitioner test highly sensitive specific biomarkers using nanoliters tear film point care,0,0,0
938396," And the movie also follows a group of teenagers who set out to destroy the clowns and reclaim what's rightfully theirs, their hometown",6,93839, and the movie also follows a group of teenagers who set out to destroy the clowns and reclaim whats rightfully theirs their hometown,movie also follows group teenager set destroy clown reclaim whats rightfully hometown,0,0,0
3n44IP3tCVE1,"So, I just want to do a short video telling you why I want to go to Germany and how you can help me get there.",1,3n44IP3tCVE,so i just want to do a short video telling you why i want to go to germany and how you can help me get there,want short video telling want go germany help get,1,1,0
RTzDzj4NxIM5,Kimura Shunji is a gentle teacher,5,RTzDzj4NxIM,kimura shunji is a gentle teacher,kimura shunji gentle teacher,0,0,0
y8HXGm1-Ecw3,The reason it works so well is because most have steroids in them.,3,y8HXGm1-Ecw,the reason it works so well is because most have steroids in them,reason work well steroid,1,1,0
9709533," (umm) It's a very, it's a feast for the eyes",33,97095, umm its a very its a feast for the eyes,umm feast eye,1,-1,2
zFuRNvfC4So2,And what's interesting is to see how these perceptions play out in marketplace behaviors.,2,zFuRNvfC4So,and whats interesting is to see how these perceptions play out in marketplace behaviors,whats interesting see perception play marketplace behavior,0,1,1
334398," (umm) It's only about, just slightly under two hours long",8,33439, umm its only about just slightly under two hours long,umm slightly two hour long,0,-1,1
3V2qm0rw9207,"It supports the democratization of knowledge, by making course content available to the world.",7,3V2qm0rw920,it supports the democratization of knowledge by making course content available to the world,support democratization knowledge making course content available world,0,1,1
Xa086gxLJ3Y12,Many times these corporate kits include sample Articles of Incorporation.,12,Xa086gxLJ3Y,many times these corporate kits include sample articles of incorporation,many time corporate kit include sample article incorporation,0,0,0
jQ3EmbRIe584,So we started an initiative to get everyone in UC talking about how do we combine the data from across the five health systems and six medical schools and find a way to use that data so that every patient gets the absolute best and most personalized care that they can possibly get.,4,jQ3EmbRIe58,so we started an initiative to get everyone in uc talking about how do we combine the data from across the five health systems and six medical schools and find a way to use that data so that every patient gets the absolute best and most personalized care that they can possibly get,started initiative get everyone uc talking combine data across five health system six medical school find way use data every patient get absolute best personalized care possibly get,0,1,1
RVC8l5hf2Eg3,"--------The Marine Stewardship Council has placed its’ eco-label on it’s 9,000th product.",3,RVC8l5hf2Eg,the marine stewardship council has placed its’ ecolabel on it’s th product,marine stewardship council placed ’ ecolabel ’ th product,0,0,0
hF6kFQPdBjY13,"So, again, income and employment - you need to be able to prove it.",13,hF6kFQPdBjY,so again income and employment  you need to be able to prove it,income employment need able prove,0,1,1
Iemw8vqt-5410,"So this whole experience has made American very rich and we respect the fact that Muslims and Jews, and Christians, and Hindus, and Buddhists and everyone else has equal rights under the law in the United States, and we see it through the way our American citizens live out their lives.",10,Iemw8vqt-54,so this whole experience has made american very rich and we respect the fact that muslims and jews and christians and hindus and buddhists and everyone else has equal rights under the law in the united states and we see it through the way our american citizens live out their lives,whole experience made american rich respect fact muslim jew christian hindu buddhist everyone else equal right law united state see way american citizen live life,1,1,0
5B0PQx3Ep3k5,"And I know that if we truly want to help all our young people reach their college dreams, we need to support our school counselors.",5,5B0PQx3Ep3k,and i know that if we truly want to help all our young people reach their college dreams we need to support our school counselors,know truly want help young people reach college dream need support school counselor,1,1,0
PANWQeBKStk1,Sixty-two per cent of respondents are supportive of the idea of having a single identity card.,1,PANWQeBKStk,sixtytwo per cent of respondents are supportive of the idea of having a single identity card,sixtytwo per cent respondent supportive idea single identity card,0,1,1
l0vCKpk6Aes20,"And if you succeed in giving life to your cause, you win even if you come up short at the ballot box.",20,l0vCKpk6Aes,and if you succeed in giving life to your cause you win even if you come up short at the ballot box,succeed giving life cause win even come short ballot box,1,1,0
2246317," (umm) basically this is what it says on the back here and (uhh), I was trying to think of a way to describe this movie because it's just so complex, and the way they put it on the back just (umm), it's the right way to say it",7,224631, umm basically this is what it says on the back here and uhh i was trying to think of a way to describe this movie because its just so complex and the way they put it on the back just umm its the right way to say it,umm basically say back uhh trying think way describe movie complex way put back umm right way say,0,-1,1
2102596," And (stutter) all the three of the, you know, all the three scenes are kind of related to each other because they're talking about why did the US go to war with Afghanistan and Iraq and what was the reason and what can be done now? And (stutter) you know whatever they talk about it's, they try to make a (stutter) drama out of it, a dramatic movie out of it, but really doesn't make sense, you know",6,210259, and stutter all the three of the you know all the three scenes are kind of related to each other because theyre talking about why did the us go to war with afghanistan and iraq and what was the reason and what can be done now and stutter you know whatever they talk about its they try to make a stutter drama out of it a dramatic movie out of it but really doesnt make sense you know,stutter three know three scene kind related theyre talking u go war afghanistan iraq reason done stutter know whatever talk try make stutter drama dramatic movie really doesnt make sense know,-1,-1,0
984427," If you're looking for (umm) a movie about corrupt cops and the battle from within, I would recommend Training Day or (umm) I like Confidential over Dark Blue (uhh) any day of the week",7,98442, if youre looking for umm a movie about corrupt cops and the battle from within i would recommend training day or umm i like confidential over dark blue uhh any day of the week,youre looking umm movie corrupt cop battle within would recommend training day umm like confidential dark blue uhh day week,-1,0,1
lD4xtQ6NpDY7," And, you take that and you make that part of your story and your narrative as you go forward",7,lD4xtQ6NpDY, and you take that and you make that part of your story and your narrative as you go forward,take make part story narrative go forward,1,1,0
26444636," (uhh) Maybe if you haven't seen as many movies, you won't notice some of the supporting actors being bored",36,264446, uhh maybe if you havent seen as many movies you wont notice some of the supporting actors being bored,uhh maybe havent seen many movie wont notice supporting actor bored,-1,-1,0
LJGL2sGvSS01, My business is recycle right which has grown into Right Environmental,1,LJGL2sGvSS0, my business is recycle right which has grown into right environmental,business recycle right grown right environmental,0,1,1
hGRRlXfH0BY10,"Like I said, I didn't want to make Marquez crash, but I had to do something because at that moment Jorge was already gone.",10,hGRRlXfH0BY,like i said i didnt want to make marquez crash but i had to do something because at that moment jorge was already gone,like said didnt want make marquez crash something moment jorge already gone,0,-1,1
cn0WZ8-0Z1Y9,"But Fitzgerald shows us the horror of this care-free life, how Tom and Daisy's inability to care is in some ways more monstrous than outright cruelty would be",9,cn0WZ8-0Z1Y,but fitzgerald shows us the horror of this carefree life how tom and daisys inability to care is in some ways more monstrous than outright cruelty would be,fitzgerald show u horror carefree life tom daisy inability care way monstrous outright cruelty would,-1,0,1
158378," I put that warning out there, not for younger kids",8,15837, i put that warning out there not for younger kids,put warning younger kid,0,0,0
22660114, (uhh) This particular version actually comes with the first disc which has the movie on it and then you have the second disc that has a whole lot of (uhh) bonus features,14,226601, uhh this particular version actually comes with the first disc which has the movie on it and then you have the second disc that has a whole lot of uhh bonus features,uhh particular version actually come first disc movie second disc whole lot uhh bonus feature,0,-1,1
Sq6DIhFxPqQ4,It's also in large part about the commercial end of it,4,Sq6DIhFxPqQ,its also in large part about the commercial end of it,also large part commercial end,0,0,0
413811," (umm) It's a psychological thriller, if you haven't watched it it's a nice movie",1,41381, umm its a psychological thriller if you havent watched it its a nice movie,umm psychological thriller havent watched nice movie,1,-1,2
SqAiJrvHXNA4, You're going to get 48 inch average length,4,SqAiJrvHXNA, youre going to get  inch average length,youre going get inch average length,1,1,0
E8MuzHUhUHk15,Thank you for listening from my tips  for professional buyers for the NY NOW Market.,15,E8MuzHUhUHk,thank you for listening from my tips  for professional buyers for the ny now market,thank listening tip professional buyer ny market,1,1,0
lD4xtQ6NpDY9, Create a story that others are going to tell about you,9,lD4xtQ6NpDY, create a story that others are going to tell about you,create story others going tell,1,1,0
HMRqR-P68Ws15,Don't let people push you into making decisions that you may later regret.,15,HMRqR-P68Ws,dont let people push you into making decisions that you may later regret,dont let people push making decision may later regret,0,1,1
kvUb78Rdzdc3,"I got it looking and working exactly how I needed it for $80. So anybody considering using this: amazing support, amazing extension, works exactly as it should If you need any help they will make sure That everything works out the way you need it.",3,kvUb78Rdzdc,i got it looking and working exactly how i needed it for  so anybody considering using this amazing support amazing extension works exactly as it should if you need any help they will make sure that everything works out the way you need it,got looking working exactly needed anybody considering using amazing support amazing extension work exactly need help make sure everything work way need,1,1,0
yUqNp-poh9M4, Now the Liberals and the NDP will tell you that it is critical that they get another member,4,yUqNp-poh9M, now the liberals and the ndp will tell you that it is critical that they get another member,liberal ndp tell critical get another member,0,1,1
4iG0ffmnCOw7,"Beyond that, I actually excelled academically from some of my decisions.",7,4iG0ffmnCOw,beyond that i actually excelled academically from some of my decisions,beyond actually excelled academically decision,0,1,1
12683113," But (umm) you might like it, I didn't",13,126831, but umm you might like it i didnt,umm might like didnt,-1,-1,0
4BoE-woHtwA11,"The sonnet, still life, ballet, the sonata, are all forms which are based on essentially arbitrary rules",11,4BoE-woHtwA,the sonnet still life ballet the sonata are all forms which are based on essentially arbitrary rules,sonnet still life ballet sonata form based essentially arbitrary rule,0,1,1
27095611, It had so much potential and it could have been a whole lot better but it was just pretty poorly done,11,270956, it had so much potential and it could have been a whole lot better but it was just pretty poorly done,much potential could whole lot better pretty poorly done,-1,-1,0
2060517," You know? I think it was trying to emulate Willie Wonka and the Chocolate Factory, but it really just didn't make sense",7,206051, you know i think it was trying to emulate willie wonka and the chocolate factory but it really just didnt make sense,know think trying emulate willie wonka chocolate factory really didnt make sense,-1,-1,0
AmGocfFQfVE1,"It's a bit embarrassing, but sometimes a person just has to do the right thing.",1,AmGocfFQfVE,its a bit embarrassing but sometimes a person just has to do the right thing,bit embarrassing sometimes person right thing,0,0,0
EWYivXUavOY1,"I got her in September eleven years ago, she did not eat until July the next year",1,EWYivXUavOY,i got her in september eleven years ago she did not eat until july the next year,got september eleven year ago eat july next year,0,1,1
5761811, He has a lot of one-liners and he's confused a lot of the movie,11,57618, he has a lot of oneliners and hes confused a lot of the movie,lot oneliners he confused lot movie,-1,-1,0
yLo-Jl8nBXU7,And we're particularly grateful for the African troops that have been provided by the neighboring countries to help bring a level of security back to CAR.,7,yLo-Jl8nBXU,and were particularly grateful for the african troops that have been provided by the neighboring countries to help bring a level of security back to car,particularly grateful african troop provided neighboring country help bring level security back car,1,1,0
EHbZ2EeVags1,I think it certainly has the potential consumer base to do so.,1,EHbZ2EeVags,i think it certainly has the potential consumer base to do so,think certainly potential consumer base,1,1,0
4026019," But just the direction they went with it just showed a lack of creativity and they just decided to go with the paranoia angle instead of the comedy angle, which I think they should have focused on",19,40260, but just the direction they went with it just showed a lack of creativity and they just decided to go with the paranoia angle instead of the comedy angle which i think they should have focused on,direction went showed lack creativity decided go paranoia angle instead comedy angle think focused,-1,-1,0
L0WUuWYNeCo10," Their retirement seems a distant reality, until they wake up one morning and realise retirement is just around the corner and they're going to need a lot more money than they've saved",10,L0WUuWYNeCo, their retirement seems a distant reality until they wake up one morning and realise retirement is just around the corner and theyre going to need a lot more money than theyve saved,retirement seems distant reality wake one morning realise retirement around corner theyre going need lot money theyve saved,1,0,1
JCg26b8EO482,"You’re already just as loved now as you ever will be, Christ paid it all and now you are free",2,JCg26b8EO48,you’re already just as loved now as you ever will be christ paid it all and now you are free,’ already loved ever christ paid free,1,1,0
2911215," (umm) Very fluffy, very entertaining, but this movie was absolutely awful",5,291121, umm very fluffy very entertaining but this movie was absolutely awful,umm fluffy entertaining movie absolutely awful,-1,-1,0
JvgofTcCSEc12,We wanted it to be a friendly place so we put bright green curtains in the window.,12,JvgofTcCSEc,we wanted it to be a friendly place so we put bright green curtains in the window,wanted friendly place put bright green curtain window,1,1,0
T-vqHR989bM4,In Congress I'll stand up for Oregon families and small businesses.,4,T-vqHR989bM,in congress ill stand up for oregon families and small businesses,congress ill stand oregon family small business,1,1,0
897471," (uhh) This is probably one of my favorite movies and definitely my favorite comedy, you know, that I own",1,89747, uhh this is probably one of my favorite movies and definitely my favorite comedy you know that i own,uhh probably one favorite movie definitely favorite comedy know,1,-1,2
1075856," Even the robotic baby part was supposed to be funny, it didn't turn out to be funny in the film",6,107585, even the robotic baby part was supposed to be funny it didnt turn out to be funny in the film,even robotic baby part supposed funny didnt turn funny film,-1,-1,0
3VsrcbjPwZY5,Be very familiar with them and with how you are going to present them.,5,3VsrcbjPwZY,be very familiar with them and with how you are going to present them,familiar going present,0,1,1
GjCUDqWSI6c4,"Because you have some of these people who have never had to have a website, seriously, have never had to have an email campaign.",4,GjCUDqWSI6c,because you have some of these people who have never had to have a website seriously have never had to have an email campaign,people never website seriously never email campaign,0,0,0
2197758," (umm) So I definitely would not recommend purchasing this movie, if you have to see it then I would definitely recommend renting it before {laughter} you (umm) spend the money to buy it",8,219775, umm so i definitely would not recommend purchasing this movie if you have to see it then i would definitely recommend renting it before laughter you umm spend the money to buy it,umm definitely would recommend purchasing movie see would definitely recommend renting laughter umm spend money buy,-1,-1,0
4018121," (uhh) The thing is though that there's several freight, he's in medieval time basically",21,40181, uhh the thing is though that theres several freight hes in medieval time basically,uhh thing though there several freight he medieval time basically,0,0,0
nTBKtwqPIYw7,We're adding actually that capability to our mobile application.,7,nTBKtwqPIYw,were adding actually that capability to our mobile application,adding actually capability mobile application,0,1,1
2957939," But overall it wasn't fun to watch, (stutter) the acting was subpar to say the least",9,295793, but overall it wasnt fun to watch stutter the acting was subpar to say the least,overall wasnt fun watch stutter acting subpar say least,-1,-1,0
938218," (umm) It allows the characters to make an exact copy of someone's face and then sneak in somewhere and then pull it off, and you never expect it until they actually pull it off",8,93821, umm it allows the characters to make an exact copy of someones face and then sneak in somewhere and then pull it off and you never expect it until they actually pull it off,umm allows character make exact copy someone face sneak somewhere pull never expect actually pull,1,0,1
19777811," And (umm) we just love it, it's a great story and there's Aladar when he's just a baby",11,197778, and umm we just love it its a great story and theres aladar when hes just a baby,umm love great story there aladar he baby,1,-1,2
OFBc3z99bIc19,"So not only did I become one of their clients for selling, I'm sure I will become one of their clients for purchasing as well.",19,OFBc3z99bIc,so not only did i become one of their clients for selling im sure i will become one of their clients for purchasing as well,become one client selling im sure become one client purchasing well,1,1,0
897478," (umm) This is an all around great movie and you know, it does have a bit of (uhh), you know, philosophical vibe to it, you know, as far as, you know, should approach life but it doesn't really take itself too, too (stutter) seriously",8,89747, umm this is an all around great movie and you know it does have a bit of uhh you know philosophical vibe to it you know as far as you know should approach life but it doesnt really take itself too too stutter seriously,umm around great movie know bit uhh know philosophical vibe know far know approach life doesnt really take stutter seriously,1,-1,2
j1m6ctAgjsM2, Then you're probably thinking a lot about how your company can have more effective meetings,2,j1m6ctAgjsM, then youre probably thinking a lot about how your company can have more effective meetings,youre probably thinking lot company effective meeting,1,1,0
10017813, This was pretty popular (umm) and it's a good choice for like I said kids or families,13,100178, this was pretty popular umm and its a good choice for like i said kids or families,pretty popular umm good choice like said kid family,1,-1,2
yUqNp-poh9M3, The differences in the numbers of the parties mean that there will be no dramatic shift in power,3,yUqNp-poh9M, the differences in the numbers of the parties mean that there will be no dramatic shift in power,difference number party mean dramatic shift power,0,0,0
ZLCK8WX6qFQ3,And I think one lesson that the present crisis can teach us is that just the pursuit of self's happiness is about to fail.,3,ZLCK8WX6qFQ,and i think one lesson that the present crisis can teach us is that just the pursuit of selfs happiness is about to fail,think one lesson present crisis teach u pursuit self happiness fail,0,1,1
24334120," Giving this review just makes me so mad about this movie, so",20,243341, giving this review just makes me so mad about this movie so,giving review make mad movie,-1,-1,0
1362151, Today I have another great movie for only in theater review for you and that is Nancy Drew,1,136215, today i have another great movie for only in theater review for you and that is nancy drew,today another great movie theater review nancy drew,1,0,1
jPf0LjZAS142,"And even today, we see a white picket fence and we think success, self-possession",2,jPf0LjZAS14,and even today we see a white picket fence and we think success selfpossession,even today see white picket fence think success selfpossession,0,1,1
2380236, And I like American Psycho a lot,6,238023, and i like american psycho a lot,like american psycho lot,1,-1,2
bD0FqMn1KXw7,"You can also share your podcasts via all your different social media accounts -- whether it's Facebook, or Twitter or Tumblr or whatever social media network is your home base.",7,bD0FqMn1KXw,you can also share your podcasts via all your different social media accounts  whether its facebook or twitter or tumblr or whatever social media network is your home base,also share podcasts via different social medium account whether facebook twitter tumblr whatever social medium network home base,1,1,0
2659599," I I (stutter) thought that, like, Adam Sandler was starting to make better movies, but, like, he's definitely gotten worse and worse",9,265959, i i stutter thought that like adam sandler was starting to make better movies but like hes definitely gotten worse and worse,stutter thought like adam sandler starting make better movie like he definitely gotten worse worse,-1,-1,0
v8c7iWkYz04,"There are three major content sections on the exam, General, Administrative, and Clinical, each of which cover a wide variety of topics and concepts.",4,v8c7iWkYz0,there are three major content sections on the exam general administrative and clinical each of which cover a wide variety of topics and concepts,three major content section exam general administrative clinical cover wide variety topic concept,0,1,1
23802317, I don't know if that's how he perceived it or if that's how he believes it is now,17,238023, i dont know if thats how he perceived it or if thats how he believes it is now,dont know thats perceived thats belief,0,0,0
1932912, (umm) Unfortunately it falls pretty flat for me,2,193291, umm unfortunately it falls pretty flat for me,umm unfortunately fall pretty flat,-1,-1,0
gZDyk95Xob43,"I want to talk to you a little bit about NARPRO today, and how they help with auto shop advertising.",3,gZDyk95Xob4,i want to talk to you a little bit about narpro today and how they help with auto shop advertising,want talk little bit narpro today help auto shop advertising,1,1,0
961798," (umm) The other stars in the movie are Brecken Meyers and Jennifer Love Hewitt, but they're washed up it's not surprising they're in a movie like Garfield",8,96179, umm the other stars in the movie are brecken meyers and jennifer love hewitt but theyre washed up its not surprising theyre in a movie like garfield,umm star movie brecken meyers jennifer love hewitt theyre washed surprising theyre movie like garfield,-1,-1,0
ARNWtLCbfW44,"You want to make sure that your letter is very accurate, there are absolutely no misspelled words, that you are focusing on the job that you are applying for.",4,ARNWtLCbfW4,you want to make sure that your letter is very accurate there are absolutely no misspelled words that you are focusing on the job that you are applying for,want make sure letter accurate absolutely misspelled word focusing job applying,0,1,1
juI9KoLA87A10,"Well, that really struck a chord, and I ended up a functional neurosurgeon who does deep brain stimulation.",10,juI9KoLA87A,well that really struck a chord and i ended up a functional neurosurgeon who does deep brain stimulation,well really struck chord ended functional neurosurgeon deep brain stimulation,1,1,0
2253431," (uhh) This movie is kind of a crime spoof, (uhh) for lack of a better word",1,225343, uhh this movie is kind of a crime spoof uhh for lack of a better word,uhh movie kind crime spoof uhh lack better word,0,0,0
